,,,,,,,,maxg,,,
069-07,,,,,inscrits,64848,1,0,0,FALSE,HÈlËne Geoffroy
069-07,,,,,abstentions,33052,0.509684185,0,0,FALSE,HÈlËne Geoffroy
069-07,,,,,blanc,344,0.005304713,0,0,FALSE,HÈlËne Geoffroy
069-07,m,Jean-FranÁois,DEBIOL,Debiol,DVD,1880,0.059773623,0,0,FALSE,HÈlËne Geoffroy
069-07,m,GÈrald,BAUZA,Bauza,AUT,0,0,0,0,FALSE,HÈlËne Geoffroy
069-07,m,Yann,COMPAN,Compan,UMP,5459,0.173566069,0,0,FALSE,HÈlËne Geoffroy
069-07,f,Christiane,BERT,Bert,EXG,135,0.004292255,0,0,FALSE,HÈlËne Geoffroy
069-07,m,Gabriel,ROGEZ,Rogez,DVD,249,0.007916826,0,0,FALSE,HÈlËne Geoffroy
069-07,m,StÈphane,GUYON,Guyon,EXG,185,0.005881979,0,0,FALSE,HÈlËne Geoffroy
069-07,m,David,AMSELLEM,Amsellem,AUT,140,0.004451227,0,0,FALSE,HÈlËne Geoffroy
069-07,f,HÈlËne,GEOFFROY,Geoffroy,SOC,12713,0.40420323,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,f,Nathalie,ZAVARELLA,Zavarella,DVD,0,0,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,m,Romain,DELORE,Delore,AUT,145,0.0046102,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,m,Bernard,GENIN,Genin,FG,2844,0.090423502,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,m,FranÁois-Xavier,PENICAUD,Penicaud,CEN,916,0.029123744,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,m,Maxence,IFFOUZAR,Iffouzar,DVD,98,0.003115859,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,m,Alain,VACHON,Vachon,AUT,172,0.005468651,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,f,FranÁoise,MERMOUD,Mermoud,VEC,1074,0.034147272,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,m,Mikael,TREFCON,Trefcon,ECO,116,0.00368816,12713,SOC,FALSE,HÈlËne Geoffroy
069-07,m,Christophe,BOUDOT,Boudot,FN,5326,0.169337403,12713,SOC,TRUE,HÈlËne Geoffroy
069-08,,,,,inscrits,98429,1,0,0,FALSE,Sheila Mc Carron
069-08,,,,,abstentions,38399,0.390118766,0,0,FALSE,Sheila Mc Carron
069-08,,,,,blanc,547,0.005557305,0,0,FALSE,Sheila Mc Carron
069-08,f,SÈverine,MUSA,Musa,ECO,986,0.016576165,0,0,FALSE,Sheila Mc Carron
069-08,m,Laurent,MORENO,Moreno,FG,2364,0.039742447,0,0,FALSE,Sheila Mc Carron
069-08,m,Cyril,DUVINAGE,Duvinage,EXG,270,0.004539112,0,0,FALSE,Sheila Mc Carron
069-08,f,Sheila,MC CARRON,Mc Carron,SOC,16446,0.276482356,16446,SOC,FALSE,Sheila Mc Carron
069-08,m,Patrice,VERCHERE,Verchere,UMP,28566,0.480238051,16446,SOC,FALSE,Sheila Mc Carron
069-08,m,Paul-Alexandre,MARTIN,Martin,FN,8159,0.13716524,16446,SOC,FALSE,Sheila Mc Carron
069-08,f,Charlotte,HOFFMANN,Hoffmann,CEN,1684,0.02831061,16446,SOC,FALSE,Sheila Mc Carron
069-08,m,Pierre,BERTIN-HUGAULT,Bertin-Hugault,DVD,402,0.006758233,16446,SOC,FALSE,Sheila Mc Carron
069-08,m,Renaud,BRUNET,Brunet,DVD,606,0.010187785,16446,SOC,TRUE,Sheila Mc Carron
069-09,,,,,inscrits,85945,1,0,0,FALSE,Vincent Meyer
069-09,,,,,abstentions,36210,0.421315958,0,0,FALSE,Vincent Meyer
069-09,,,,,blanc,501,0.005829309,0,0,FALSE,Vincent Meyer
069-09,m,Vincent,MEYER,Meyer,VEC,12057,0.244891741,12057,VEC,FALSE,Vincent Meyer
069-09,m,Julien,ROCHEDY,Rochedy,FN,8714,0.17699151,12057,VEC,FALSE,Vincent Meyer
069-09,f,Caroline,BARBIER,Barbier,ECO,402,0.008165089,12057,VEC,FALSE,Vincent Meyer
069-09,f,Danielle,LEBAIL,Lebail,FG,2543,0.051651298,12057,VEC,FALSE,Vincent Meyer
069-09,m,FrÈdÈric,MIGUET,Miguet,DVD,5408,0.109842792,12057,VEC,FALSE,Vincent Meyer
069-09,m,StÈphane,L√âV√äQUE,L„âV„öque,DVD,388,0.007880733,12057,VEC,FALSE,Vincent Meyer
069-09,m,Bernard,PERRUT,Perrut,UMP,18508,0.37591908,12057,VEC,FALSE,Vincent Meyer
069-09,m,Romain,TOMCZAK,Tomczak,DVD,107,0.002173295,12057,VEC,FALSE,Vincent Meyer
069-09,f,Dominique,VIAL,Vial,DVG,925,0.01878783,12057,VEC,FALSE,Vincent Meyer
069-09,f,Chantal,HELLY,Helly,EXG,182,0.003696632,12057,VEC,TRUE,Vincent Meyer
069-10,,,,,inscrits,89520,1,0,0,FALSE,Florence Perrin
069-10,,,,,abstentions,34898,0.389834674,0,0,FALSE,Florence Perrin
069-10,,,,,blanc,455,0.005082663,0,0,FALSE,Florence Perrin
069-10,f,AgnËs,MARION,Marion,FN,8195,0.151291377,0,0,FALSE,Florence Perrin
069-10,m,Gilles,BOMPARD,Bompard,EXG,128,0.002363062,0,0,FALSE,Florence Perrin
069-10,f,Florence,PERRIN,Perrin,SOC,14080,0.259936862,14080,SOC,FALSE,Florence Perrin
069-10,m,Christophe,GUILLOTEAU,Guilloteau,UMP,22175,0.409382096,14080,SOC,FALSE,Florence Perrin
069-10,f,BÈatrice,DECREPT,Decrept,DVD,45,0.000830764,14080,SOC,FALSE,Florence Perrin
069-10,f,HÈlËne,TRONCIN,Troncin,FG,1860,0.03433825,14080,SOC,FALSE,Florence Perrin
069-10,f,VÈronique,HARTMANN,Hartmann,VEC,2704,0.049919693,14080,SOC,FALSE,Florence Perrin
069-10,m,Roland,CRIMIER,Crimier,CEN,3023,0.055808887,14080,SOC,FALSE,Florence Perrin
069-10,f,MichËle,PETTINELLI,Pettinelli,ECO,448,0.008270718,14080,SOC,FALSE,Florence Perrin
069-10,f,Sandrine,CHARVOLIN,Charvolin,ECO,0,0,14080,SOC,FALSE,Florence Perrin
069-10,f,Chantal,DOMBRET-BIGOT,Dombret-Bigot,DVD,44,0.000812303,14080,SOC,FALSE,Florence Perrin
069-10,f,Odile,MIRGUET,Mirguet,EXG,151,0.002787675,14080,SOC,FALSE,Florence Perrin
069-10,m,Fabrice,BOUCHUT,Bouchut,DVD,846,0.015618365,14080,SOC,FALSE,Florence Perrin
069-10,f,MichËle,BRUN,Brun,AUT,0,0,14080,SOC,FALSE,Florence Perrin
069-10,m,Gilles,ROSSARY-LENGLET,Rossary-Lenglet,DVG,468,0.008639947,14080,SOC,TRUE,Florence Perrin
069-11,,,,,inscrits,85531,1,0,0,FALSE,France  Gamerre
069-11,,,,,abstentions,34724,0.405981457,0,0,FALSE,France  Gamerre
069-11,,,,,blanc,518,0.006056284,0,0,FALSE,France  Gamerre
069-11,m,Jean-Charles,KOHLHAAS,Kohlhaas,VEC,1923,0.038238979,1923,VEC,FALSE,France  Gamerre
069-11,f,Marie-Louise,LEDDA,Ledda,ECO,370,0.007357474,1923,VEC,FALSE,France  Gamerre
069-11,m,Georges,FENECH,Fenech,UMP,14726,0.292827457,1923,VEC,FALSE,France  Gamerre
069-11,m,Pierre,LAURENT,Laurent,ECO,149,0.002962875,1923,VEC,FALSE,France  Gamerre
069-11,m,Guy,PALLUY,Palluy,DVG,6080,0.120901191,1923,VEC,FALSE,France  Gamerre
069-11,m,Olivier,MINOUX,Minoux,EXG,221,0.004394599,1923,VEC,FALSE,France  Gamerre
069-11,f,AgnËs,HENRY,Henry,FN,9475,0.188410985,1923,VEC,FALSE,France  Gamerre
069-11,m,Yvan,BACHAUD,Bachaud,AUT,5,9.94E-05,1923,VEC,FALSE,France  Gamerre
069-11,m,RenÈ,BALME,Balme,FG,4151,0.082542902,1923,VEC,FALSE,France  Gamerre
069-11,f,France,GAMERRE,Gamerre,RDG,9031,0.179582016,1923,VEC,FALSE,France  Gamerre
069-11,m,Raymond,DURAND,Durand,NCE,3964,0.078824395,1923,VEC,FALSE,France  Gamerre
069-11,m,Christian,CASTRO,Castro,EXG,194,0.003857702,1923,VEC,TRUE,France  Gamerre
069-12,,,,,inscrits,76167,1,0,0,FALSE,JoÎlle Sechaud
069-12,,,,,abstentions,30258,0.397258655,0,0,FALSE,JoÎlle Sechaud
069-12,,,,,blanc,332,0.004358843,0,0,FALSE,JoÎlle Sechaud
069-12,m,Michel,TERROT,Terrot,UMP,17827,0.391140268,0,0,FALSE,JoÎlle Sechaud
069-12,m,Matthieu,CHAUVIN,Chauvin,AUT,404,0.00886412,0,0,FALSE,JoÎlle Sechaud
069-12,m,Alain,GUILLON,Guillon,DVD,80,0.001755271,0,0,FALSE,JoÎlle Sechaud
069-12,m,Cyrille,ISAAC-SIBILLE,Isaac-Sibille,CEN,2324,0.050990631,0,0,FALSE,JoÎlle Sechaud
069-12,m,Cyril,KRETZSCHMAR,Kretzschmar,VEC,1959,0.042982206,1959,VEC,FALSE,JoÎlle Sechaud
069-12,f,Muriel,COATIVY,Coativy,FN,5526,0.121245365,1959,VEC,FALSE,JoÎlle Sechaud
069-12,f,CÈcile,FAURITE,Faurite,EXG,148,0.003247252,1959,VEC,FALSE,JoÎlle Sechaud
069-12,f,Florie,MARTINEZ,Martinez,ECO,238,0.005221932,1959,VEC,FALSE,JoÎlle Sechaud
069-12,m,JÈrÈmy,COLLIN,Collin,AUT,190,0.004168769,1959,VEC,FALSE,JoÎlle Sechaud
069-12,m,Daniel,DELEAZ,Deleaz,FG,2365,0.051890208,1959,VEC,FALSE,JoÎlle Sechaud
069-12,f,JoÎlle,SECHAUD,Sechaud,SOC,14516,0.318493977,14516,SOC,TRUE,JoÎlle Sechaud
069-13,,,,,inscrits,79506,1,0,0,FALSE,Farida Boudaoud
069-13,,,,,abstentions,34087,0.428734938,0,0,FALSE,Farida Boudaoud
069-13,,,,,blanc,438,0.005509018,0,0,FALSE,Farida Boudaoud
069-13,f,Isabelle,CHANVILLARD,Chanvillard,FG,2218,0.049309709,0,0,FALSE,Farida Boudaoud
069-13,m,Philippe,MEUNIER,Meunier,UMP,18448,0.410128721,0,0,FALSE,Farida Boudaoud
069-13,f,Farida,BOUDAOUD,Boudaoud,SOC,14057,0.312509726,14057,SOC,FALSE,Farida Boudaoud
069-13,m,Michel,PIOT,Piot,EXG,223,0.004957649,14057,SOC,FALSE,Farida Boudaoud
069-13,f,Marianne,PREVOST,Prevost,EXG,142,0.003156888,14057,SOC,FALSE,Farida Boudaoud
069-13,m,AndrÈ,POZZI,Pozzi,FN,8013,0.178141882,14057,SOC,FALSE,Farida Boudaoud
069-13,f,Florence,BOCQUET,Bocquet,PRV,952,0.021164492,14057,SOC,FALSE,Farida Boudaoud
069-13,m,Didier,BARTH√àS,Barth„àS,ECO,457,0.010159845,14057,SOC,FALSE,Farida Boudaoud
069-13,m,Matthieu,DOMMANGE,Dommange,ECO,471,0.010471088,14057,SOC,TRUE,Farida Boudaoud
069-14,,,,,inscrits,70147,1,0,0,FALSE,Yves Blein
069-14,,,,,abstentions,36001,0.513222233,0,0,FALSE,Yves Blein
069-14,,,,,blanc,492,0.007013842,0,0,FALSE,Yves Blein
069-14,m,Yves,BLEIN,Blein,SOC,12461,0.370268022,12461,SOC,FALSE,Yves Blein
069-14,f,Djida,TAZDA√èT,Tazda„èT,PRV,169,0.005021691,12461,SOC,FALSE,Yves Blein
069-14,m,Mounir,GRAMI,Grami,AUT,556,0.016521067,12461,SOC,FALSE,Yves Blein
069-14,f,MichËle,PICARD,Picard,FG,4612,0.137041659,12461,SOC,FALSE,Yves Blein
069-14,f,Sandrine,LIGOUT,Ligout,FN,7269,0.215992155,12461,SOC,FALSE,Yves Blein
069-14,f,Marie-Christine,SEEMANN,Seemann,EXG,334,0.009924526,12461,SOC,FALSE,Yves Blein
069-14,m,JÈrÈmy,COSTE,Coste,NCE,158,0.004694836,12461,SOC,FALSE,Yves Blein
069-14,m,Maurice,IACOVELLA,Iacovella,ALLI,382,0.011350805,12461,SOC,FALSE,Yves Blein
069-14,m,Christophe,GIRARD,Girard,UMP,5866,0.174303203,12461,SOC,FALSE,Yves Blein
069-14,m,Pierre,L√âGLISE,L„âGlise,AUT,97,0.002882273,12461,SOC,FALSE,Yves Blein
069-14,m,Zafer,GIRISIT,Girisit,VEC,1015,0.030159862,12461,SOC,FALSE,Yves Blein
069-14,f,Saliha,MERTANI,Mertani,CEN,735,0.0218399,12461,SOC,TRUE,Yves Blein
070-01,,,,,inscrits,88840,1,0,0,FALSE,Claudy Duban
070-01,,,,,abstentions,31427,0.353748312,0,0,FALSE,Claudy Duban
070-01,,,,,blanc,927,0.010434489,0,0,FALSE,Claudy Duban
070-01,f,ThÈrËse,GARRET,Garret,EXG,279,0.004939277,0,0,FALSE,Claudy Duban
070-01,f,Dominique,GAFFARD,Gaffard,VEC,1019,0.018039868,1019,VEC,FALSE,Claudy Duban
070-01,f,Rachel,CHOIX,Choix,EXG,210,0.003717735,1019,VEC,FALSE,Claudy Duban
070-01,f,Clotilde,PROT,Prot,FG,1455,0.025758595,1019,VEC,FALSE,Claudy Duban
070-01,m,FrÈdÈric,BERNAB√â,Bernab„â,DVG,1481,0.026218886,1019,VEC,FALSE,Claudy Duban
070-01,m,Jean-Claude,GAY,Gay,CEN,1212,0.021456644,1019,VEC,FALSE,Claudy Duban
070-01,m,Guy,CHEVANNE,Chevanne,ALLI,890,0.015756117,1019,VEC,FALSE,Claudy Duban
070-01,f,Colette,CLERC,Clerc,FN,7686,0.136069114,1019,VEC,FALSE,Claudy Duban
070-01,f,Claudy,CHAUVELOT-DUBAN,Chauvelot-Duban,SOC,18968,0.335800021,18968,SOC,FALSE,Claudy Duban
070-01,f,Nathalie,CHEVASSU,Chevassu,ECO,647,0.011454166,18968,SOC,FALSE,Claudy Duban
070-01,m,Alain,CHRETIEN,Chretien,UMP,22639,0.400789576,18968,SOC,TRUE,Claudy Duban
070-02,,,,,inscrits,91956,1,0,0,FALSE,Jean-Michel Villaume
070-02,,,,,abstentions,33639,0.36581626,0,0,FALSE,Jean-Michel Villaume
070-02,,,,,blanc,1184,0.012875723,0,0,FALSE,Jean-Michel Villaume
070-02,m,Daniel,ROUILLON,Rouillon,EXG,438,0.007666322,0,0,FALSE,Jean-Michel Villaume
070-02,f,Marie-Claire,THOMAS,Thomas,VEC,1399,0.024486724,1399,VEC,FALSE,Jean-Michel Villaume
070-02,m,Christophe,DEVILLERS,Devillers,EXD,860,0.015052597,1399,VEC,FALSE,Jean-Michel Villaume
070-02,m,Jean-Michel,VILLAUM√â,Villaum„â,SOC,20227,0.354033571,20227,SOC,FALSE,Jean-Michel Villaume
070-02,m,Fabrice,BARASSI-ZAMOCHNIKOFF,Barassi-Zamochnikoff,CEN,914,0.01599776,20227,SOC,FALSE,Jean-Michel Villaume
070-02,m,Michel,RAISON,Raison,UMP,19181,0.335725413,20227,SOC,FALSE,Jean-Michel Villaume
070-02,m,Gilles,LAZAR,Lazar,FG,2563,0.044860238,20227,SOC,FALSE,Jean-Michel Villaume
070-02,m,Jean,RECEVEUR,Receveur,FN,10150,0.177655646,20227,SOC,FALSE,Jean-Michel Villaume
070-02,f,Catherine,DORMOY,Dormoy,DVD,563,0.0098542,20227,SOC,FALSE,Jean-Michel Villaume
070-02,m,Roland,GERMAIN,Germain,DVG,838,0.01466753,20227,SOC,TRUE,Jean-Michel Villaume
071-01,,,,,inscrits,72455,1,0,0,FALSE,Thomas Thevenoud
071-01,,,,,abstentions,29729,0.410309847,0,0,FALSE,Thomas Thevenoud
071-01,,,,,blanc,562,0.007756539,0,0,FALSE,Thomas Thevenoud
071-01,f,Amandine,GOYON,Goyon,ECO,281,0.006664453,0,0,FALSE,Thomas Thevenoud
071-01,m,Thomas,THEVENOUD,Thevenoud,SOC,15316,0.363248269,15316,SOC,FALSE,Thomas Thevenoud
071-01,f,Christine,ROBIN,Robin,DVD,6902,0.163694147,15316,SOC,FALSE,Thomas Thevenoud
071-01,f,Sophie,MICOLLET,Micollet,CEN,994,0.023574613,15316,SOC,FALSE,Thomas Thevenoud
071-01,m,GÈrard,VOISIN,Voisin,UMP,9354,0.221848022,15316,SOC,FALSE,Thomas Thevenoud
071-01,m,Flavien,GOULISSERIAN,Goulisserian,DVD,357,0.008466939,15316,SOC,FALSE,Thomas Thevenoud
071-01,m,Jacquy,LIEVRE,Lievre,FG,1910,0.045299307,15316,SOC,FALSE,Thomas Thevenoud
071-01,f,Nicole,ESCHMANN,Eschmann,VEC,1951,0.046271701,15316,SOC,FALSE,Thomas Thevenoud
071-01,m,FranÁois,LY WA HOI,Ly Wa Hoi,EXG,99,0.002347975,15316,SOC,FALSE,Thomas Thevenoud
071-01,f,Evelyne,JURAIN,Jurain,FN,5000,0.118584575,15316,SOC,TRUE,Thomas Thevenoud
071-02,,,,,inscrits,81300,1,0,0,FALSE,Nicolas Guillemet
071-02,,,,,abstentions,32748,0.402804428,0,0,FALSE,Nicolas Guillemet
071-02,,,,,blanc,955,0.011746617,0,0,FALSE,Nicolas Guillemet
071-02,f,CharlËne,DORIER,Dorier,DVD,569,0.011954535,0,0,FALSE,Nicolas Guillemet
071-02,f,Isabelle,VOILLOT,Voillot,FG,2149,0.045149904,0,0,FALSE,Nicolas Guillemet
071-02,f,Johanne,MOREL,Morel,EXG,323,0.006786142,0,0,FALSE,Nicolas Guillemet
071-02,f,Marie-Christiane,COLAS,Colas,FN,5779,0.121415215,0,0,FALSE,Nicolas Guillemet
071-02,f,Edith,GUEUGNEAU,Gueugneau,DVG,14004,0.294220224,0,0,FALSE,Nicolas Guillemet
071-02,m,Nicolas,GUILLEMET,Guillemet,VEC,6996,0.146984054,6996,VEC,FALSE,Nicolas Guillemet
071-02,m,Jean-Marc,NESME,Nesme,UMP,17777,0.373489926,6996,VEC,TRUE,Nicolas Guillemet
071-03,,,,,inscrits,83735,1,0,0,FALSE,Philippe Baumel
071-03,,,,,abstentions,32341,0.38623037,0,0,FALSE,Philippe Baumel
071-03,,,,,blanc,802,0.009577835,0,0,FALSE,Philippe Baumel
071-03,m,Philippe,BAUMEL,Baumel,SOC,18504,0.365749526,18504,SOC,FALSE,Philippe Baumel
071-03,f,Estelle,ARNAL,Arnal,FN,8159,0.161270557,18504,SOC,FALSE,Philippe Baumel
071-03,f,Marie-Christine,DUBOIS,Dubois,EXG,376,0.007432005,18504,SOC,FALSE,Philippe Baumel
071-03,f,Simonne,PALLANT,Pallant,EXG,195,0.003854364,18504,SOC,FALSE,Philippe Baumel
071-03,m,FranÁois,LOTTEAU,Lotteau,VEC,1571,0.03105234,18504,SOC,FALSE,Philippe Baumel
071-03,m,Serge,DESBROSSES,Desbrosses,FG,1742,0.034432321,18504,SOC,FALSE,Philippe Baumel
071-03,m,RÈmy,REBEYROTTE,Rebeyrotte,DVG,3736,0.073845667,18504,SOC,FALSE,Philippe Baumel
071-03,m,Jean-Paul,ANCIAUX,Anciaux,UMP,16309,0.322363219,18504,SOC,TRUE,Philippe Baumel
071-04,,,,,inscrits,81145,1,0,0,FALSE,CÈcile Untermaier
071-04,,,,,abstentions,32291,0.397941956,0,0,FALSE,CÈcile Untermaier
071-04,,,,,blanc,740,0.009119477,0,0,FALSE,CÈcile Untermaier
071-04,f,Marie-Claude,COLIN-CORDIER,Colin-Cordier,VEC,1058,0.021989442,1058,VEC,FALSE,CÈcile Untermaier
071-04,m,Eric,MICHOUX,Michoux,DVD,3704,0.07698383,1058,VEC,FALSE,CÈcile Untermaier
071-04,f,CÈcile,UNTERMAIER,Untermaier,SOC,18179,0.377831816,18179,SOC,FALSE,CÈcile Untermaier
071-04,m,Pascal,DUSSAUGE,Dussauge,EXG,309,0.006422247,18179,SOC,FALSE,CÈcile Untermaier
071-04,f,Isabelle,PIRAT,Pirat,FG,2048,0.042565573,18179,SOC,FALSE,CÈcile Untermaier
071-04,m,Alain,QUEQUIN,Quequin,FN,7011,0.145716423,18179,SOC,FALSE,CÈcile Untermaier
071-04,m,Maxime,THIEBAUT,Thiebaut,DVD,626,0.013010766,18179,SOC,FALSE,CÈcile Untermaier
071-04,m,Arnaud,DANJEAN,Danjean,UMP,15179,0.315479902,18179,SOC,TRUE,CÈcile Untermaier
071-05,,,,,inscrits,91106,1,0,0,FALSE,Christophe Sirugue
071-05,,,,,abstentions,40113,0.440289333,0,0,FALSE,Christophe Sirugue
071-05,,,,,blanc,983,0.01078963,0,0,FALSE,Christophe Sirugue
071-05,f,Lucienne,SOULIER,Soulier,ECO,309,0.006178764,0,0,FALSE,Christophe Sirugue
071-05,m,Christian,LAUNAY,Launay,FN,8804,0.176044791,0,0,FALSE,Christophe Sirugue
071-05,f,Anne,NIEDDU,Nieddu,EXG,254,0.005078984,0,0,FALSE,Christophe Sirugue
071-05,m,Jacky,DUBOIS,Dubois,FG,2848,0.05694861,0,0,FALSE,Christophe Sirugue
071-05,f,Karine,DELORME,Delorme,ALLI,1765,0.035292941,0,0,FALSE,Christophe Sirugue
071-05,f,Isabelle,DECHAUME,Dechaume,PRV,11768,0.235312937,0,0,FALSE,Christophe Sirugue
071-05,m,Pascal,DUFRAIGNE,Dufraigne,EXG,304,0.006078784,0,0,FALSE,Christophe Sirugue
071-05,m,Abdoulkader,ATTEYE,Atteye,VEC,1216,0.024315137,1216,VEC,FALSE,Christophe Sirugue
071-05,m,Christophe,SIRUGUE,Sirugue,SOC,22415,0.448210358,22415,SOC,FALSE,Christophe Sirugue
071-05,m,Jean-Paul,VILLETTE,Villette,EXG,327,0.006538692,22415,SOC,TRUE,Christophe Sirugue
072-01,,,,,inscrits,72569,1,0,0,FALSE,FranÁoise Dubois
072-01,,,,,abstentions,29789,0.410492083,0,0,FALSE,FranÁoise Dubois
072-01,,,,,blanc,816,0.011244471,0,0,FALSE,FranÁoise Dubois
072-01,f,Catherine,GOUHIER,Gouhier,VEC,1454,0.034648747,1454,VEC,FALSE,FranÁoise Dubois
072-01,f,Ambre,COMBES,Combes,EXG,222,0.005290249,1454,VEC,FALSE,FranÁoise Dubois
072-01,m,Jean-FranÁois,LE GRAS,Le Gras,FN,4450,0.106043275,1454,VEC,FALSE,FranÁoise Dubois
072-01,f,Isabelle,HOREN,Horen,DVD,242,0.005766848,1454,VEC,FALSE,FranÁoise Dubois
072-01,m,GÈrard,COUVERT,Couvert,DVD,311,0.007411114,1454,VEC,FALSE,FranÁoise Dubois
072-01,f,Sylvie,MAILLET,Maillet,EXG,216,0.005147269,1454,VEC,FALSE,FranÁoise Dubois
072-01,m,Guy,ROBERT,Robert,CEN,822,0.019588218,1454,VEC,FALSE,FranÁoise Dubois
072-01,m,Thierry,SAMAIN,Samain,FG,1633,0.038914308,1454,VEC,FALSE,FranÁoise Dubois
072-01,f,FranÁoise,DUBOIS,Dubois,SOC,16476,0.392622248,16476,SOC,FALSE,FranÁoise Dubois
072-01,m,Jean-Louis,FONTAINE,Fontaine,ECO,279,0.006648556,16476,SOC,FALSE,FranÁoise Dubois
072-01,f,Fabienne,LABRETTE-MENAGER,Labrette-Menager,UMP,15859,0.377919169,16476,SOC,TRUE,FranÁoise Dubois
072-02,,,,,inscrits,83350,1,0,0,FALSE,Marietta Karamanli
072-02,,,,,abstentions,36571,0.438764247,0,0,FALSE,Marietta Karamanli
072-02,,,,,blanc,1039,0.012465507,0,0,FALSE,Marietta Karamanli
072-02,m,RÈmy,BATIOT,Batiot,VEC,1277,0.027918671,1277,VEC,FALSE,Marietta Karamanli
072-02,m,Didier,FOUCHE,Fouche,EXG,506,0.011062527,1277,VEC,FALSE,Marietta Karamanli
072-02,m,FranÁois,LE FORESTIER,Le Forestier,DVD,805,0.017599475,1277,VEC,FALSE,Marietta Karamanli
072-02,m,Yves,CHEERE,Cheere,EXG,251,0.005487538,1277,VEC,FALSE,Marietta Karamanli
072-02,m,Benjamin,SAINTY,Sainty,EXG,174,0.00380411,1277,VEC,FALSE,Marietta Karamanli
072-02,m,Philippe,METIVIER,Metivier,UMP,10966,0.239746393,1277,VEC,FALSE,Marietta Karamanli
072-02,f,Marietta,KARAMANLI,Karamanli,SOC,22024,0.481504154,22024,SOC,FALSE,Marietta Karamanli
072-02,f,Nelly,GUET,Guet,NCE,301,0.006580673,22024,SOC,FALSE,Marietta Karamanli
072-02,m,AndrÈ,DOVILLEZ,Dovillez,EXD,317,0.006930477,22024,SOC,FALSE,Marietta Karamanli
072-02,f,Martine,ROULLAND,Roulland,PRV,399,0.008723218,22024,SOC,FALSE,Marietta Karamanli
072-02,f,Pascale,SOULARD,Soulard,FG,2538,0.055487538,22024,SOC,FALSE,Marietta Karamanli
072-02,f,Marie,D'HERBAIS,D'Herbais,FN,6182,0.135155225,22024,SOC,TRUE,Marietta Karamanli
072-03,,,,,inscrits,84856,1,0,0,FALSE,Thierry Pradier
072-03,,,,,abstentions,33733,0.39753229,0,0,FALSE,Thierry Pradier
072-03,,,,,blanc,1097,0.012927784,0,0,FALSE,Thierry Pradier
072-03,m,Guy-Michel,CHAUVEAU,Chauveau,DVG,14537,0.290588894,0,0,FALSE,Thierry Pradier
072-03,m,Jean-Claude,BARLEMONT,Barlemont,FN,6715,0.1342302,0,0,FALSE,Thierry Pradier
072-03,m,LoÔc,BARDIN,Bardin,ALLI,854,0.017071123,0,0,FALSE,Thierry Pradier
072-03,f,Dinah,THOMMERET,Thommeret,EXG,162,0.003238316,0,0,FALSE,Thierry Pradier
072-03,m,Thomas,HUBERT,Hubert,EXG,376,0.007516092,0,0,FALSE,Thierry Pradier
072-03,m,Thierry,PRADIER,Pradier,VEC,7717,0.154259785,7717,VEC,FALSE,Thierry Pradier
072-03,m,Jean-AndrÈ,SENAILLES,Senailles,DVD,349,0.006976372,7717,VEC,FALSE,Thierry Pradier
072-03,f,BÈatrice,PAVY-MORANCAIS,Pavy-Morancais,UMP,16807,0.335965298,7717,VEC,FALSE,Thierry Pradier
072-03,f,Isabelle,PERROT,Perrot,DVD,472,0.009435094,7717,VEC,FALSE,Thierry Pradier
072-03,f,Sonia,HERTZ,Hertz,FG,2037,0.040718826,7717,VEC,TRUE,Thierry Pradier
072-04,,,,,inscrits,78909,1,0,0,FALSE,StÈphane Le Foll
072-04,,,,,abstentions,31420,0.398180182,0,0,FALSE,StÈphane Le Foll
072-04,,,,,blanc,941,0.011925129,0,0,FALSE,StÈphane Le Foll
072-04,m,Henri,DELAUNE,Delaune,FN,5478,0.11768497,0,0,FALSE,StÈphane Le Foll
072-04,m,Antoine,CHAUVEL,Chauvel,EXG,190,0.004081808,0,0,FALSE,StÈphane Le Foll
072-04,m,StÈphane,LE FOLL,Le Foll,SOC,21415,0.460062731,21415,SOC,FALSE,StÈphane Le Foll
072-04,m,Thierry,NOUCHY,Nouchy,EXG,260,0.005585632,21415,SOC,FALSE,StÈphane Le Foll
072-04,f,Isabelle,SEVERE,Severe,VEC,1314,0.028228925,21415,SOC,FALSE,StÈphane Le Foll
072-04,f,Chantal,HERSEMEULE,Hersemeule,FG,2100,0.04511472,21415,SOC,FALSE,StÈphane Le Foll
072-04,f,CÈcile,GUILLOCHER,Guillocher,CEN,720,0.015467904,21415,SOC,FALSE,StÈphane Le Foll
072-04,m,Marc,JOULAUD,Joulaud,UMP,14741,0.316683853,21415,SOC,FALSE,StÈphane Le Foll
072-04,f,MichËle,RABARD-JEZEQUEL,Rabard-Jezequel,DVD,330,0.007089456,21415,SOC,TRUE,StÈphane Le Foll
072-05,,,,,inscrits,87462,1,0,0,FALSE,Christophe Rouillon
072-05,,,,,abstentions,34846,0.398413025,0,0,FALSE,Christophe Rouillon
